id,company_id,type,title,content,summary,source_url,source_name,published_at,sentiment,entities,priority,is_read,is_bookmarked,assigned_to,content_status,notes,ai_analysis,hash,created_at
20,5,executive_change,Anthropic appoints new Chief Revenue Officer from Google,,This signal indicates important business activity for Anthropic. Click to view more details and take action.,https://example.com/news/15c40714,TechCrunch,2025-12-06T13:07:01.143Z,neutral,,high,false,false,,new,,,4629c020,2025-12-26T16:41:01.144Z
21,5,executive_change,Anthropic CEO announces transition to Executive Chairman role,,This signal indicates important business activity for Anthropic. Click to view more details and take action.,https://example.com/news/3d86aa92,Reuters,2025-11-30T21:25:01.148Z,neutral,,high,true,false,,new,,,575df706,2025-12-26T16:41:01.148Z
22,5,funding,Anthropic closes $100M Series D to fuel global expansion,,Anthropic has successfully closed a $100M Series D funding round to support its global expansion efforts.,https://example.com/news/18a4dd7b,Reuters,2025-12-13T15:14:01.151Z,positive,"{""people"":[],""locations"":[],""organizations"":[""Anthropic""]}",high,true,false,,new,,"{""keyPoints"":[""Anthropic secured a significant $100M in Series D funding."",""The funds will be used to drive the company's international growth and expansion."",""This funding round reflects investor confidence in Anthropic's vision and strategy.""],""relatedTopics"":[""Series D funding"",""global expansion"",""AI industry"",""tech investment""],""suggestedActions"":[""Publish an article highlighting Anthropic's funding and global expansion strategy."",""Monitor Anthropic for further announcements or developments related to their expansion."",""Explore potential implications of this funding on the AI and technology sectors.""]}",1e340c31,2025-12-26T16:41:01.151Z
23,5,product_launch,Anthropic launches new enterprise security features,,This signal indicates important business activity for Anthropic. Click to view more details and take action.,https://example.com/news/24e95d69,TechCrunch,2025-12-09T19:07:01.154Z,positive,,medium,false,false,,new,,,29d59803,2025-12-26T16:41:01.155Z
24,6,executive_change,Notion CEO announces transition to Executive Chairman role,,This signal indicates important business activity for Notion. Click to view more details and take action.,https://example.com/news/703dd2c5,Business Insider,2025-11-27T02:27:01.158Z,neutral,,high,true,false,,new,,,6b289970,2025-12-26T16:41:01.159Z
25,6,news,Notion featured in Forbes 100 Cloud Companies list,,This signal indicates important business activity for Notion. Click to view more details and take action.,https://example.com/news/3e3ddde2,Company Blog,2025-12-21T14:15:01.161Z,positive,,low,false,false,,new,,,23af0f29,2025-12-26T16:41:01.162Z
26,6,product_launch,Notion releases major platform update with 50+ new integrations,,This signal indicates important business activity for Notion. Click to view more details and take action.,https://example.com/news/284795d1,Reuters,2025-12-02T05:10:01.165Z,positive,,medium,false,false,,reviewing,,,3c0db09c,2025-12-26T16:41:01.167Z
27,6,product_launch,Notion launches new enterprise security features,,This signal indicates important business activity for Notion. Click to view more details and take action.,https://example.com/news/116090ae,Bloomberg,2025-12-09T00:31:01.170Z,positive,,medium,true,false,,new,,,73c451b9,2025-12-26T16:41:01.171Z
28,6,press_release,Notion achieves SOC 2 Type II certification,,This signal indicates important business activity for Notion. Click to view more details and take action.,https://example.com/news/51482686,Bloomberg,2025-12-16T07:51:01.175Z,positive,,medium,true,false,,new,,,5bfcd185,2025-12-26T16:41:01.176Z
29,6,executive_change,Notion CEO announces transition to Executive Chairman role,,This signal indicates important business activity for Notion. Click to view more details and take action.,https://example.com/news/703dd2c5,Business Insider,2025-12-09T02:46:01.179Z,neutral,,high,true,false,,new,,,6b289970,2025-12-26T16:41:01.180Z
30,7,news,Industry analysts predict strong growth for Snowflake in 2025,,This signal indicates important business activity for Snowflake. Click to view more details and take action.,https://example.com/news/6fbad393,Business Insider,2025-12-10T07:04:01.183Z,positive,,low,false,false,,reviewing,,,1a6be701,2025-12-26T16:41:01.184Z
31,7,partnership,Snowflake and Salesforce announce joint go-to-market initiative,,This signal indicates important business activity for Snowflake. Click to view more details and take action.,https://example.com/news/768d8c60,Reuters,2025-12-25T07:08:01.187Z,positive,,medium,false,false,,new,,,182b3792,2025-12-26T16:41:01.188Z
32,7,news,Snowflake featured in Forbes 100 Cloud Companies list,,This signal indicates important business activity for Snowflake. Click to view more details and take action.,https://example.com/news/12ac76e1,Reuters,2025-12-05T06:26:01.190Z,positive,,low,false,false,,new,,,47df1f0d,2025-12-26T16:41:01.191Z
33,8,press_release,Plaid expands to EMEA with new London headquarters,,This signal indicates important business activity for Plaid. Click to view more details and take action.,https://example.com/news/26206a53,TechCrunch,2025-12-26T18:40:01.193Z,positive,,medium,true,true,,new,,,21cdfb2d,2025-12-26T16:41:01.194Z
34,8,press_release,Plaid achieves SOC 2 Type II certification,,This signal indicates important business activity for Plaid. Click to view more details and take action.,https://example.com/news/f19cfc5,Company Blog,2025-12-06T02:53:01.196Z,positive,,medium,false,false,,new,,,bfa645,2025-12-26T16:41:01.196Z
35,8,executive_change,Plaid CEO announces transition to Executive Chairman role,,This signal indicates important business activity for Plaid. Click to view more details and take action.,https://example.com/news/62ad1d1a,Reuters,2025-12-20T05:25:01.199Z,neutral,,high,true,false,,new,,,1a3ee67a,2025-12-26T16:41:01.199Z
36,8,executive_change,Plaid hires former AWS VP as Chief Product Officer,,This signal indicates important business activity for Plaid. Click to view more details and take action.,https://example.com/news/118b0eaf,Business Insider,2025-12-15T12:48:01.202Z,neutral,,high,false,false,,reviewing,,,3733dd11,2025-12-26T16:41:01.203Z
37,9,earnings,Tyson Foods reports Q4 2024 earnings with improved chicken segment margins,,Tyson Foods announced quarterly results showing improved profitability in its chicken segment amid favorable feed costs.,https://www.tysonfoods.com/news/news-releases,Tyson Investor Relations,,positive,,high,true,false,,new,,,,2025-12-26T16:57:21.761Z
38,10,news,Pilgrim's Pride announces expansion of processing capacity in Alabama,,The company is investing in expanded processing facilities to meet growing demand for chicken products.,https://ir.pilgrims.com/news-events/presentations,Reuters,,positive,,medium,true,false,,new,,,,2025-12-26T16:57:25.295Z
39,11,earnings,Cal-Maine Foods reports record egg prices driving Q3 revenue surge,,Cal-Maine Foods reported record-breaking egg prices which have significantly driven their Q3 revenue growth.,https://www.calmainefoods.com/investor-overview,Cal-Maine Investor Relations,,positive,"{""people"":[],""locations"":[],""organizations"":[""Cal-Maine Foods""]}",medium,true,false,,new,,"{""keyPoints"":[""Cal-Maine Foods experienced a surge in Q3 revenue due to record-high egg prices."",""The company's performance indicates strong demand or pricing power in the market.""],""relatedTopics"":[""egg prices"",""Q3 earnings"",""revenue growth""],""suggestedActions"":[""Explore further details about Cal-Maine Foods' Q3 earnings report."",""Investigate the factors driving record egg prices and their market implications.""]}",,2025-12-26T16:57:28.563Z
40,12,product_launch,Vital Farms expands pasture-raised butter line to major retailers,,Vital Farms announced distribution agreements bringing their pasture-raised butter to additional national retail chains.,https://investors.vitalfarms.com/overview/default.aspx,PR Newswire,,positive,,medium,false,false,,new,,,,2025-12-26T16:57:31.611Z
41,13,acquisition,Hormel Foods completes acquisition of turkey processing facility,,Hormel Foods announced the completion of a strategic acquisition to expand its turkey processing capabilities.,https://investor.hormelfoods.com/ir-home/default.aspx,Bloomberg,,positive,,high,true,false,,new,,,,2025-12-26T16:57:34.527Z
42,17,regulatory,USDA WASDE December report shows tightening poultry supplies,,The latest WASDE report indicates reduced poultry production forecasts for 2025 due to ongoing avian influenza impacts.,https://www.usda.gov/about-usda/general-information/staff-offices/office-chief-economist/commodity-markets/wasde-report,USDA,,neutral,,high,false,false,,new,,,,2025-12-26T16:57:37.980Z
43,11,partnership,"Cal-Maine Foods Reports Q3 Fiscal 2025 Results and Announces Definitive Agreement to Acquire Echo Lake Foods, Inc.",,"Cal-Maine Foods announced its financial and operational results for the third quarter of fiscal 2025. The company also revealed a definitive agreement to acquire Echo Lake Foods, Inc., signaling expansion into prepared foods. This acquisition positions the company for growth in new market segments.",https://perishablenews.com/dairy/big-michigan-dairy-firm-eyes-new-milk-cottage-cheese-markets-with-122m-expansion/,perishablenews.com,2025-12-26T18:33:12.762Z,positive,,high,false,false,,new,,,197b45e0,2025-12-26T18:33:12.764Z
44,11,executive_change,Cal-Maine Foods Positions for Growth in Prepared Foods with New Leadership and Expansion Plans,,"Cal-Maine Foods is advancing its strategy in prepared foods through new leadership appointments and expansion initiatives. This move, announced on December 3, 2025, aims to drive future growth. Details highlight strengthened executive team to support these plans.",https://www.calmainefoods.com/press-releases,calmainefoods.com,2025-12-26T18:33:12.781Z,positive,,high,false,false,,new,,,dcc84e4,2025-12-26T18:33:12.782Z
45,11,news,Oklahoma Court Ruling Imposes Penalties on Cal-Maine Foods Over Poultry Litter Pollution in Illinois River Watershed,,"A U.S. District Judge ruled on December 19, 2025, that Cal-Maine Foods and other poultry companies must pay penalties for phosphorus pollution. The decision limits poultry litter use as fertilizer, requires $10 million for watershed cleanup, and mandates contract terminations with non-compliant farmers. Industry leaders warn of significant operational impacts and farm closures in Arkansas.",https://www.calmainefoods.com/investor-overview,calmainefoods.com,2025-12-26T18:33:12.789Z,negative,,high,false,false,,new,,,14824870,2025-12-26T18:33:12.790Z
46,13,partnership,Hormel Foods and Forward Consumer Partners Complete Transaction to Establish Justin's as a Standalone Company,,"Hormel Foods and Forward Consumer Partners finalized a strategic partnership where Justin's operates as a standalone company, owned 51% by Forward and 49% by Hormel. Founder Justin Gold returns as strategic advisor, and Peter Burns serves as CEO with a seasoned leadership team. The move aims to unlock growth for the nut butters and organic chocolate brand.",https://www.fooddive.com/news/hormel-foods-pricing-supply-chain-revamp-battle-meat-inflation/807622/,fooddive.com,2025-12-26T18:33:18.190Z,positive,,high,false,false,,new,,,24ff3082,2025-12-26T18:33:18.191Z
47,13,executive_change,Hormel Foods Announces Appointment of Jason Levine to New Enterprise-Wide Chief Marketing Officer Position,,"Hormel Foods appointed Jason Levine as its new enterprise-wide Chief Marketing Officer on December 18, 2025. The role strengthens marketing capabilities and accelerates the company's growth strategy across its brands.",https://www.prnewswire.com/news-releases/hormel-foods-and-forward-consumer-partners-complete-transaction-to-establish-justins-as-a-standalone-company-302640432.html,prnewswire.com,2025-12-26T18:33:18.196Z,positive,,medium,false,false,,new,,,120b5644,2025-12-26T18:33:18.197Z
48,13,financial_news,Hormel Foods Reports Fourth Quarter and Full-Year Fiscal 2025 Results,,"Hormel Foods reported net sales of $12.1 billion with organic net sales up 2%, amid elevated pork, beef, and turkey cost pressures from inflation and avian flu. The company highlighted top-line strength and a clear path for profitable growth in fiscal 2026 through its Transform and Modernize initiative.",https://www.hormelfoods.com/newsroom/press-releases/,hormelfoods.com,2025-12-26T18:33:18.202Z,neutral,,high,false,false,,new,,,aaf7892,2025-12-26T18:33:18.203Z
49,13,financial_news,Hormel Foods Turns to Pricing and Supply Chain Revamp to Battle Meat Inflation,,"Hormel Foods implemented pricing actions and supply chain optimizations via its Transform and Modernize initiative to counter 25% pork belly inflation and high beef costs in fiscal 2025. Beef costs are expected to remain elevated through fiscal 2026, while pork costs ease but stay above average; turkey supplies remain constrained.",https://www.hormelfoods.com/newsroom/press-releases/hormel-foods-reports-fourth-quarter-and-full-year-fiscal-2025-results/,hormelfoods.com,2025-12-26T18:33:18.208Z,neutral,,medium,false,false,,new,,,1fd5dee1,2025-12-26T18:33:18.209Z
50,13,product_launch,The SKIPPY Brand Partners with Milk Bar to Reveal Holiday Peanut Butter Crunch Bar,,"The SKIPPY brand collaborated with Milk Bar to launch a new Peanut Butter Crunch Bar, revealing the secret ingredient behind a holiday pie favorite. This partnership brings festive flavors to consumers at home.",https://www.hormelfoods.com/newsroom/press-releases/hormel-foods-announces-appointment-of-jason-levine-to-new-enterprise-wide-chief-marketing-officer-position/,hormelfoods.com,2025-12-26T18:33:18.213Z,positive,,low,false,false,,new,,,5c7fcaa0,2025-12-26T18:33:18.214Z
51,9,funding,Tyson Foods Reports Fourth Quarter and Fiscal 2025 Results,,"Tyson Foods announced Q4 and fiscal 2025 results with sales of $54,441 million, up 2.1% from prior year, and increased the quarterly dividend to $0.51 per share for Class A stock, payable December 15, 2025. CEO Donnie King highlighted growth in sales, adjusted operating income, and earnings per share, emphasizing operational excellence. GAAP operating income declined 22% year-over-year.",https://www.tysonfoods.com/news/news-releases/2025/11/tyson-foods-reports-fourth-quarter-2025-results,tysonfoods.com,2025-12-26T18:34:31.892Z,positive,,high,false,false,,new,,,6537452d,2025-12-26T18:34:31.893Z
52,9,news,Tyson Foods Announces Network Changes to Strengthen Long-Term Beef Business,,"Tyson Foods will end operations at its Lexington, Nebraska beef facility and convert its Amarillo, Texas facility to a single full-capacity shift, while increasing production at other beef facilities to meet demand. The changes aim to right-size the beef business for long-term success. The company commits to supporting affected team members with job applications and relocation benefits.",https://www.tysonfoods.com/news/news-releases/2025/11/tyson-foods-announces-network-changes-strengthen-long-term-beef-business,tysonfoods.com,2025-12-26T18:34:31.911Z,neutral,,high,false,false,,new,,,1aef12fd,2025-12-26T18:34:31.912Z
53,9,news,"Economic Impacts of Tyson Beef Plant Closure in Lexington, Nebraska",,"Tyson Foods' announcement to close its Lexington, Nebraska beef plant, employing 3,200 people and handling 4.8% of U.S. daily beef slaughter, effective January 20, 2026, raises concerns about local economic effects. The closure, alongside shifting Amarillo operations, marks the first major plant shutdown by a Big Four meatpacker amid cattle supply issues. Community and workforce impacts are highlighted in analyses.",https://cap.unl.edu/news/economic-impacts-tyson-beef-plant-closure-lexington-nebraska/,cap.unl.edu,2025-12-26T18:34:31.916Z,negative,,medium,false,false,,new,,,1ce18f12,2025-12-26T18:34:31.917Z
54,9,news,Key Takeaways from Report on Tyson Plant Closure in Nebraska,,"A report details Tyson Foods' upcoming closure of its beef plant in Lexington, Nebraska— the town's largest employer—affecting thousands of workers next month. It underscores the significant local employment and economic ramifications. The update follows the November 21 announcement.",https://www.foodmanufacturing.com/home/news/22957498/key-takeaways-from-report-on-tyson-plant-closure-in-nebraska,foodmanufacturing.com,2025-12-26T18:34:31.922Z,negative,,medium,false,false,,new,,,2c02d8d3,2025-12-26T18:34:31.924Z
55,12,news,Vital Farms Lowers 2025 Revenue Outlook Due to ERP Transition Disruptions,,"Vital Farms reduced its fiscal 2025 net revenue guidance to $755-765 million from temporary order disruptions following an ERP system implementation, causing an 8.1% stock drop in premarket trading. The company maintained its adjusted EBITDA outlook above $115 million and issued 2026 guidance of $930-950 million, signaling 24% YoY growth. It also completed the ERP hypercare phase on December 5, returning to normal operations.",https://www.investing.com/news/stock-market-news/vital-farms-stock-falls-after-lowering-2025-revenue-outlook-93CH-4410744,investing.com,2025-12-26T18:34:56.674Z,mixed,,high,true,false,,new,,,1df53763,2025-12-26T18:34:56.674Z
56,12,press_release,Vital Farms Sets $2 Billion Net Revenue Target for 2030 and Announces New Facility,,"Vital Farms announced long-term targets of $2 billion annual revenue by 2030, with gross margins over 35% from 2025-2030 and adjusted EBITDA margins of 15-17% by 2030. The company named its new Seymour, Indiana processing facility Vital Crossroads (VXR), set to operate in 2027 as a key enabler for growth. CEO Russell Diez-Canseco highlighted a clear multi-year path to these goals.",https://simplywall.st/stocks/us/food-beverage-tobacco/nasdaq-vitl/vital-farms/news/the-bull-case-for-vital-farms-vitl-could-change-following-re,simplywall.st,2025-12-26T18:34:56.678Z,positive,,high,false,false,,new,,,2cdd4328,2025-12-26T18:34:56.679Z
57,12,news,"Vital Farms Hosts Investor Day on December 16, 2025 in Springfield, Missouri",,"Vital Farms held its Investor Day on December 16, 2025, in Springfield, MO, featuring President and CEO Russell Diez-Canseco. The event detailed the company's strategic updates, including long-term financial targets and growth plans. A webcast and presentation were made available via investor relations.",https://investors.vitalfarms.com/overview/default.aspx,investors.vitalfarms.com,2025-12-26T18:34:56.685Z,neutral,,medium,false,false,,new,,,1590ff3e,2025-12-26T18:34:56.685Z
58,61,news,"Allen Harim Consolidating Operations, Closing Maryland Plant",,"Allen Harim Foods is closing its 71-year-old processing facility in Cordova, Maryland, which employs about 300 workers, with closure set for July. Operations and equipment will consolidate at the main facility in Harbeson, Delaware, to improve competitiveness due to facility age and product mix shifts. Affected workers are offered jobs at other company locations in Delaware.",https://www.thepoultrysite.com/news/2013/04/allen-harim-expands-core-poultry-operations,thepoultrysite.com,2025-12-26T18:48:27.830Z,neutral,,high,true,false,,new,,,17e16473,2025-12-26T18:48:27.832Z
59,61,news,Worker Dies in Accident at Allen Harim Chicken Processing Plant,,"A 59-year-old worker suffered fatal head trauma at the Allen Harim Chicken Plant, as reported on December 10, 2025. The incident occurred during operations at the facility.",https://www.foodmanufacturing.com/facility/news/13162898/poultry-producer-allen-harim-consolidating-operations-closing-maryland-plant,foodmanufacturing.com,2025-12-26T18:48:27.848Z,negative,,medium,false,false,,new,,,11176bee,2025-12-26T18:48:27.849Z
60,65,funding,Amick Farms Announces $74.5M Expansion at Laurel Facility,,"Poultry processor Amick Farms is investing $74.5 million to expand its Laurel, Mississippi facility, increasing processing capacity from 800,000 to approximately 1.1 million head per week over the next three years. The expansion is expected to add nearly 200 jobs. This project was announced around December 15, 2025.",https://www.supertalk.fm/poultry-processor-amick-farms-announces-74-5m-expansion-at-laurel-facility/,supertalk.fm,2025-12-26T18:48:31.676Z,positive,,high,false,false,,new,,,7e082f20,2025-12-26T18:48:31.677Z
61,65,regulatory,Poultry Processors Including Amick Farms to Pay $180M in Wage-Fixing Class Action Settlements,,"Nine poultry processors, including Amick Farms agreeing to pay $6.25 million, have settled a long-running antitrust lawsuit alleging wage suppression at their facilities since 2009. The motion for preliminary approval was filed on December 23, 2025, in U.S. District Court for the District of Maryland. This follows prior settlements totaling over $200 million from other defendants.",https://dockets.justia.com/docket/utah/utdce/2:2025cv01137/161423,dockets.justia.com,2025-12-26T18:48:31.681Z,negative,,high,false,false,,new,,,746a7a6c,2025-12-26T18:48:31.682Z
62,144,news,Butterball CEO Addresses Consumer Concerns Over Thanksgiving Food Costs,,"Butterball CEO Jay Jandrain appeared on Fox News on December 23, 2025, stating the company is 'listening' to concerns about food affordability amid rising Thanksgiving costs. The discussion highlighted ongoing consumer worries about prices in the turkey industry.",https://soyummy.com/true-story/butterball-faces-another-abrupt-closure-and-mass-layoffs/,soyummy.com,2025-12-26T18:49:18.793Z,neutral,,medium,false,false,,new,,,341432ab,2025-12-26T18:49:18.795Z
63,11,partnership,"Cal-Maine Foods Reports Financial and Operational Results for Third Quarter Fiscal 2025 and Announces Definitive Agreement to Acquire Echo Lake Foods, Inc.",,"Cal-Maine Foods announced its Q3 fiscal 2025 financial and operational results alongside a definitive agreement to acquire Echo Lake Foods, Inc. This acquisition positions the company for growth in the prepared foods segment. The press release is featured on their official website.",https://perishablenews.com/dairy/big-michigan-dairy-firm-eyes-new-milk-cottage-cheese-markets-with-122m-expansion/,perishablenews.com,2025-12-26T18:49:23.021Z,positive,,high,false,false,,new,,,3a36b392,2025-12-26T18:49:23.022Z
64,11,news,Oklahoma Court Ruling Imposes Penalties on Cal-Maine Foods Over Poultry Waste Pollution in Illinois River Watershed,,"A U.S. District Court ruling on December 19, 2025, holds Cal-Maine Foods and other poultry companies liable for phosphorus pollution, requiring $10 million initial payment for watershed cleanup and ongoing funding. The decision limits poultry litter use as fertilizer and may lead to contract terminations with non-compliant farmers. Industry leaders criticize it as an overreach threatening Arkansas poultry operations.",https://www.calmainefoods.com/investor-overview,calmainefoods.com,2025-12-26T18:49:23.029Z,negative,,high,false,false,,new,,,4515d882,2025-12-26T18:49:23.030Z
65,149,news,Cargill's Revenue Hits 4-Year Low Amid Falling Crop Prices,,"Cargill reported fiscal 2025 revenue of $154 billion, down from $160 billion in fiscal 2024 and the lowest since 2021, due to declining crop prices and a shrinking U.S. cattle herd. The company is restructuring by reducing business units and cutting jobs. It also announced a sale of its Malaysian animal feed business and a bid to acquire a Brazilian feed producer.",https://www.ttnews.com/articles/cargill-fiscal-2025-revenue,ttnews.com,2025-12-26T18:49:28.447Z,negative,,high,false,false,,new,,,6f8f0e36,2025-12-26T18:49:28.448Z
66,149,news,Cargill Investing $475 Million in U.S. Soy Processing Operations,,"Cargill is investing $475 million to modernize and expand soy processing facilities across seven U.S. states, increasing capacity by 10% at one site and doubling it at another. The upgrades aim to improve efficiencies, logistics, and meet growing demand for soy products in food and fuel markets.",https://www.foodmanufacturing.com/capital-investment/news/21307749/cargill-investing-475-in-soy-processing-operations,foodmanufacturing.com,2025-12-26T18:49:28.452Z,positive,,high,false,false,,new,,,19b3849a,2025-12-26T18:49:28.453Z
67,149,news,Cargill Officially Opens New Employee Housing in Fort Morgan,,"Cargill opened new employee housing in Fort Morgan on December 4, 2025, to strengthen workforce support and continue investments in U.S. beef operations. This initiative enhances employee retention amid industry challenges.",https://www.cargill.com/news,cargill.com,2025-12-26T18:49:28.457Z,positive,,medium,false,false,,new,,,20420338,2025-12-26T18:49:28.458Z
68,149,product_launch,Cargill Invests $24 Million in CarVe Technology at Fort Morgan Beef Plant,,"Cargill is deploying a $24 million computer vision system called CarVe at its Fort Morgan plant to improve beef yield amid low U.S. cattle supplies. The technology monitors worker performance and knife sharpness to maximize meat recovery, potentially adding millions of pounds of beef to the supply.",https://coloradosun.com/2025/12/22/cargill-meat-processing-is-using-techology-to-up-its-game/,coloradosun.com,2025-12-26T18:49:28.462Z,positive,,medium,false,false,,new,,,3400db89,2025-12-26T18:49:28.463Z
69,149,news,Cargill Confirms No Plans to Close Any Beef Processing Plants,,"Amid Tyson Foods' plant closures, Cargill stated it has no intentions to close primary beef processing plants and is actively investing in them. This comes as the industry faces pressures from a reduced U.S. cattle herd and import restrictions.",https://www.americanagnetwork.com/2025/12/01/cargill-no-plans-to-close-any-beef-processing-plants/,americanagnetwork.com,2025-12-26T18:49:28.467Z,positive,,medium,false,true,,new,,,6a31c76e,2025-12-26T18:49:28.467Z
70,158,news,North Carolina Supreme Court Declines to Hear Animal Cruelty Lawsuit Against Case Farms,,"The North Carolina Supreme Court denied a petition from Legal Impact for Chickens, allowing lower court rulings to stand in favor of Case Farms in a lawsuit alleging animal cruelty in its poultry operations. The case, filed in 2023, claimed violations involving newborn chicks, but courts ruled that lawful commercial poultry production is exempt from civil suits under state law. This decision ends the legal challenge against the Burke County chicken producer.",https://www.legalimpactforchickens.org/case-farms,legalimpactforchickens.org,2025-12-26T18:49:33.968Z,positive,,high,true,false,,new,,,5fb1b04a,2025-12-26T18:49:33.968Z
71,168,product_launch,Chino Valley Ranchers Reintroduces Organic Omega-3 Soy Free Corn Free Eggs,,"Chino Valley Ranchers announced the reintroduction of its Organic Omega-3 Soy Free Corn Free Eggs on December 2, 2025, featuring 225 mg of Omega-3 ALA per egg from flax seed-enriched feed for hens in free-roaming environments. CEO Chris Nichols highlighted the product's appeal for those avoiding soy or corn while seeking heart-healthy nutrition. The eggs support dietary sensitivities and maintain the company's commitment to ethical farming.",https://www.latimes.com/business/la-fi-organic-eggs-20171121-story.html,latimes.com,2025-12-26T18:50:24.005Z,positive,,high,false,false,,new,,,295e5249,2025-12-26T18:50:24.006Z
