id,company_id,company_name,company_industry,type,title,summary,source_url,source_name,content_status,priority,sentiment,created_at
922,2034,"Waste treatment","Baking & Milling","partnership","IWS and Waste Connections Acquire NYC Assets Amid Commercial Waste Shift","IWS and Waste Connections are purchasing assets and routes from competitors in New York City, including a Queens transfer station on November 25, 2025, to expand in the shifting commercial waste market. Additional acquisitions are expected.[2]","https://www.wastedive.com/news/2025-notable-waste-and-recycling-acquisitions/808593/","wastedive.com","published","high","positive",2025-12-27T23:52:55.973Z
921,2034,"Waste treatment","Baking & Milling","funding","BLT Enterprises Secures $10 Million Financing for Major Facility Upgrades","BLT Enterprises obtained $10 million in financing from City National Bank to upgrade its Santa Monica material recovery facility with AI-enabled optical sorters, robots, solar power improvements, and employee amenities. More than $3 million in improvements were completed by September 30, 2025, with robotics installation planned by year-end to boost recycling efficiency.[1]","https://www.wastetodaymagazine.com/article/industry-news-nov-dec-2025/","wastetodaymagazine.com","published","high","positive",2025-12-27T23:52:52.082Z
920,2024,"Vortex Global","Baking & Milling","partnership","ZainTECH Partners with Vortex Global to Launch AI-Powered Video Compression and Analytics","On December 19, 2025, ZainTECH announced a partnership with Vortex Global to introduce advanced video compression and AI analytics solutions. The deal incorporates Vortex's flagship technologies into ZainTECH's portfolio, targeting optimized performance in data-driven environments. This move supports broader digital transformation goals.","https://www.samenacouncil.org/samena_daily_news?news=108807","samenacouncil.org","published","high","positive",2025-12-27T23:52:22.690Z
919,2024,"Vortex Global","Baking & Milling","partnership","ZainTECH and Vortex Global Announce Strategic Partnership to Revolutionize Video Compression and AI Visual Intelligence","ZainTECH, the digital solutions arm of Zain Group, has partnered with Vortex Global to integrate Vortex's 'Z Compress' and 'Twin Vision' technologies for AI-powered video compression and visual analytics. The collaboration, announced at GITEX GLOBAL 2025 in Dubai on December 18, 2025, aims to enhance enterprise safety, efficiency, and decision-making across sectors. CEOs from both companies highlighted the partnership's role in advancing digital intelligence and regional expansion.","https://www.vortex-intl.com/news/what-s-new/vortex-international-celebrates-30-years-of-innovation-2/","vortex-intl.com","published","high","positive",2025-12-27T23:52:19.069Z
918,2006,"Vacuum systems","Baking & Milling","news","Vacuum Pumps Market Competition Analysis 2025 - How Players Are Shaping Growth","The Vacuum Pumps market is led by Atlas Copco with energy-efficient, oil-free technologies for semiconductors and pharma; firms are pursuing innovations like ULVAC's Gv135 pump. Growth focuses on sustainability, smart systems, and strategic partnerships amid rising demand. The report forecasts trends through 2034 with moderate consolidation expected.","https://www.openpr.com/news/4316283/semiconductor-vacuum-chuck-market-set-to-double-to-usd-2-4","openpr.com","published","low","neutral",2025-12-27T23:51:44.148Z
917,2006,"Vacuum systems","Baking & Milling","news","Semiconductor Vacuum Chuck Market Set to Double to USD 2.4 Billion by 2034","The global Semiconductor Vacuum Chuck Market is projected to grow from USD 1.2 billion to USD 2.4 billion by 2034, driven by rising semiconductor production, chip miniaturization, and demand in automotive, electronics, and AI sectors. Key segments include electrostatic chucks for wafer handling, with major players like Applied Materials and ASML leading. Challenges include supply chain issues, but opportunities exist in AI automation and eco-friendly materials.","https://www.prnewswire.com/il/news-releases/coreflow-unveils-new-310-mm-O-310-mm-vacuum-stage-to-solve-major-warpage-challenges-in-copos-panel-level-packaging-302643721.html","prnewswire.com","published","medium","positive",2025-12-27T23:51:40.380Z
916,2006,"Vacuum systems","Baking & Milling","product_launch","Best New Vacuum Trends of CES 2025 – Robotic Arms, Retractable LiDAR, Threshold Crossing and More","CES 2025 highlighted innovations in robot vacuums including robotic arms from Roborock (Saros series) and Dreame (X50 Ultra with Pro Leap system), plus threshold-crossing tech from Eureka's J15 Max Ultra. Trends focus on advanced navigation, modular attachments, and AI for spills. These developments signal a surge in home-cleaning robot capabilities.","https://vacuumwars.com/best-new-vacuum-trends-of-ces-2025-robotic-arms-retractable-lidar-threshold-crossing-and-more/","vacuumwars.com","published","medium","positive",2025-12-27T23:51:36.755Z
915,2006,"Vacuum systems","Baking & Milling","product_launch","CoreFlow Unveils NEW 310 mm × 310 mm Vacuum Stage to Solve Major Warpage Challenges in CoPoS Panel-Level Packaging","CoreFlow launched a new 310 mm × 310 mm Vacuum Stage for precise, clamp-free flattening of warped glass substrates in CoPoS packaging processes. Derived from proven 300mm wafer technology, it supports higher device density for AI applications and integrates with existing fab systems. Available now in Selective Vacuum or GripJet configurations with 8-12 week delivery.","https://www.einpresswire.com/article/874167972/vacuum-pumps-market-competition-analysis-2025-how-players-are-shaping-growth","einpresswire.com","published","high","positive",2025-12-27T23:51:33.429Z
914,2006,"Vacuum systems","Baking & Milling","product_launch","Nilfisk Launches VP25 Robotic Vacuum For The Professional Cleaning Market","Nilfisk announced the launch of the VP25, an industrial-grade robotic vacuum designed for high-traffic areas like offices, hospitality, and retail. It features 2D/3D LiDAR, HEPA filtering, a 5.3-gallon dust bag, and up to 3 hours of runtime, building on the SC25 robotic scrubber platform. The product aims to boost productivity and maintain clean environments with minimal human intervention.","https://maintenancesalesnews.com/nilfisk-launches-vp25-robotic-vacuum-for-the-professional-cleaning-market/","maintenancesalesnews.com","published","high","positive",2025-12-27T23:51:30.205Z
913,2029,"VUZ-CLIMAX","Baking & Milling","partnership","Vuzix Pursues Strategic Partnerships and Growth in Competitive AR Market Despite 14.93% Stock Dip","On December 24, 2025, Vuzix Corporation's stock fell -14.93% amid market demand concerns, with profitability issues highlighted by a -120.4% gross margin and $7.3M net loss. The company is focusing on R&D investments of $2.94M and forging new partnerships to advance AR products and achieve long-term growth.","https://www.timothysykes.com/news/vuzix-corporation-vuzi-news-2025_12_24/","timothysykes.com","published","medium","mixed",2025-12-27T23:51:20.968Z
912,2029,"VUZ-CLIMAX","Baking & Milling","news","Vuzix Corporation Stock Drops 15.64% Amid Geopolitical Tensions and Market Volatility","Vuzix Corporation (NASDAQ: VUZI) experienced a significant stock decline of -15.64% on December 24, 2025, due to geopolitical tensions affecting tech markets. Despite financial challenges including an EBIT margin of -713.1% and net losses of -$7.35M, the company is pursuing strategic expansions and new partnerships to drive future growth.","https://stockstotrade.com/news/vuzix-corporation-vuzi-news-2025_12_24/","stockstotrade.com","published","high","negative",2025-12-27T23:51:17.944Z
911,2004,"VAA","Baking & Milling","news","VA to Improve Health Care Choice and Quality with New Community Care Contracts","VA announced new community care contracts aimed at enhancing health care choice and quality for veterans. This update seeks to expand access beyond traditional VA facilities. It represents a strategic shift in service delivery.","https://www.healthcareitnews.com/news/va-announces-vha-reorg-congress-proposes-reauthorize-department","healthcareitnews.com","published","medium","positive",2025-12-27T23:50:32.710Z
910,2004,"VAA","Baking & Milling","news","House Republicans Launch Veteran First Initiative to Modernize VA Healthcare","Chairman Bost and House Republicans introduced bills to reauthorize and improve VA healthcare delivery, including drug formulary, leasing, research, and procurement processes. The initiative addresses bureaucratic hurdles to prioritize veterans. It aligns with Secretary Collins' vision for updated VA programs.","https://veterans.house.gov/news/documentsingle.aspx?DocumentID=7810","veterans.house.gov","published","medium","positive",2025-12-27T23:50:29.310Z
909,2004,"VAA","Baking & Milling","executive_change","VA Deputy Secretary Discusses 2025 Accomplishments and 2026 Goals on Federal EHR Update","VA Deputy Secretary Paul Lawrence highlighted 2025 achievements and outlined 2026 goals in the Federal Electronic Health Record Update program. He noted improvements in EHR technology, positive shifts in staff sentiment from site visits, and emphasized user engagement for better veteran care. Lawrence stressed ongoing system updates and communication efforts.","https://news.va.gov/144152/deputy-secretary-accomplishments-2026-goals-ehr/","news.va.gov","published","medium","positive",2025-12-27T23:50:25.473Z
908,2004,"VAA","Baking & Milling","news","Senators Demand Answers on VA's Plan to Eliminate Tens of Thousands of Health Care Jobs","Senators led by Blumenthal expressed concern over a reported VA plan to cut up to 35,000 vacant health care positions by year-end, following a Washington Post article. This comes after over 40,000 employee departures in FY 2025 due to hiring freezes and policy changes. Critics warn it will strain an already thin workforce.","https://www.veterans.senate.gov/2025/12/blumenthal-senators-demand-answers-on-trump-va-s-plan-to-eliminate-tens-of-thousands-of-health-care-jobs","veterans.senate.gov","published","high","negative",2025-12-27T23:50:21.552Z
907,2004,"VAA","Baking & Milling","news","VA Launches Veterans Health Administration Reorganization","The Department of Veterans Affairs announced a reorganization of the Veterans Health Administration to be implemented over the next 18-24 months. This initiative aims to improve healthcare delivery for veterans amid ongoing operational challenges. Congress is also proposing reauthorization measures to support VA functions.","https://news.va.gov","news.va.gov","published","high","neutral",2025-12-27T23:50:15.348Z
906,2002,"USDA National Agricultural Library","Baking & Milling","news","USDA History Preserved at National Agricultural Library Highlighted in Recent Article","A Farm Progress article on December 20, 2025, discusses how the USDA National Agricultural Library preserves historical USDA materials. It underscores the library's role in maintaining agricultural history amid ongoing operations. No specific new developments or changes are detailed beyond preservation efforts.","https://www.usda.gov/about-usda/news/press-releases/2025/12/10/usda-launches-new-regenerative-pilot-program-lower-farmer-production-costs-and-advance-maha-agenda","usda.gov","published","low","neutral",2025-12-27T23:49:45.618Z
905,2002,"USDA National Agricultural Library","Baking & Milling","news","USDA National Agricultural Library Cancels Nearly 400 Journal Subscriptions Amid Cost-Cutting Drive","The USDA has canceled subscriptions to nearly 400 journals at its National Agricultural Library as part of the Trump administration's efforts to reduce federal spending, supervised by the Department of Government Efficiency. The cancellations affect journals from 17 publishers, leaving staff with access only to back issues from 2023 or earlier, prompting criticism from scientists who call it a hasty move that undermines research. USDA may consider restoring some based on quick justifications submitted by staff.","https://www.nass.usda.gov/Newsroom/2025/12-15-2025.php","nass.usda.gov","published","high","negative",2025-12-27T23:49:42.176Z
904,2001,"US Durum Milling, Inc.","Baking & Milling","press_release","US Durum Products Celebrates Expansion in Harrisburg with State Leaders","Governor Josh Shapiro and Lieutenant Governor Austin Davis announced US Durum's move to 523 South 17th Street in Harrisburg, enhancing manufacturing with advanced technologies. Local leaders including Senator Patty Kim and Representative Dave Madsen highlighted job growth and economic benefits for Pennsylvania farmers and families. The family-owned couscous manufacturer aims to strengthen its community role.","https://www.cpbj.com/shapiro-davis-admin-secures-8m-investment-from-us-durum-to-expand-manufacturing-create-jobs/","cpbj.com","published","medium","positive",2025-12-27T23:49:34.500Z
903,2001,"US Durum Milling, Inc.","Baking & Milling","funding","Shapiro-Davis Administration Secures $8M Investment from US Durum Products for Expansion and Job Creation","US Durum Products is investing $8,036,000 to relocate from Lancaster County to a larger facility in Harrisburg, Pennsylvania, modernizing operations with new equipment to boost production and efficiency. The project will create and retain 64 jobs over three years, supported by a $140,000 commonwealth investment. CEO Said Chergui expressed gratitude for the support in serving the global customer base.","https://ukragroconsult.com/en/news/us-milling-industry-outlook-stable-nama-president-says/","ukragroconsult.com","published","high","positive",2025-12-27T23:49:30.443Z
902,1999,"UK Flour Millers","Baking & Milling","news","UK Bread and Flour Regulations Amended to Mandate Folic Acid Fortification from End of 2026","Amendments to the 1998 Bread and Flour Regulations now apply in England, Scotland, and Wales, requiring UK millers to fortify non-wholemeal wheat flour with folic acid starting end of 2026 to protect baby health. Most millers implemented this in 2025, necessitating immediate label updates upon receiving fortified flour. Exemptions apply to small-scale millers producing under 500 tonnes annually, with new enforcement via Improvement Notices.","https://www.campdenbri.co.uk/blogs/bread-flour-regulations-update.php","campdenbri.co.uk","published","high","neutral",2025-12-27T23:49:23.117Z
901,1991,"U.S. DURUM MILLING, INC.","Baking & Milling","partnership","Richardson International Completes Acquisition of 8th Avenue Pasta Business Including Durum Mill","Richardson International has finalized its $375 million purchase of the 8th Avenue pasta business from Post Holdings, which includes a durum mill. The transaction, announced in early December 2025, marks a significant expansion in Richardson's pasta and durum milling operations. This deal involves key assets in the North American pasta sector.","https://www.cpbj.com/shapiro-davis-admin-secures-8m-investment-from-us-durum-to-expand-manufacturing-create-jobs/","cpbj.com","published","high","neutral",2025-12-27T23:49:11.170Z
900,1991,"U.S. DURUM MILLING, INC.","Baking & Milling","funding","Shapiro-Davis Administration Secures $8 Million Investment from US Durum Products to Expand Manufacturing and Create Jobs","US Durum Products is investing $8,036,000 to relocate and expand operations from Lancaster County to a larger facility in Harrisburg, Pennsylvania, modernizing with new equipment to boost production and efficiency. The project will create and retain 64 jobs over three years, supported by a $140,000 commonwealth investment. CEO Said Chergui expressed enthusiasm for contributing to the local community.","https://ukragroconsult.com/en/news/us-milling-industry-outlook-stable-nama-president-says/","ukragroconsult.com","published","high","positive",2025-12-27T23:49:05.957Z
899,1959,"Temporary storage","Baking & Milling","news","U.S. Self-Storage Transaction Volume Reaches $5.9 Billion as of November 21, 2025","Self-storage transaction volume across the U.S. hit $5.9 billion by November 21, 2025, surpassing the prior year's full-year total. Rents rose 0.6% year-over-year to $16.38 per square foot. The under-construction pipeline remains stable at 53.3 million square feet.","https://www.modernstoragemedia.com/msm-exclusives/2025-self-storage-outlook-12-industry-experts-sound-off","modernstoragemedia.com","published","high","positive",2025-12-27T23:47:52.563Z
898,1959,"Temporary storage","Baking & Milling","funding","Basis Industrial Secures $102 Million Refinance for Six-State Self-Storage Portfolio","Basis Industrial refinanced a 785,522 square foot self-storage portfolio across six states. Blackrock provided the $102 million financing. This supports ongoing operations in the temporary storage sector.","https://www.insideselfstorage.com/self-storage-investing-real-estate/self-storage-real-estate-acquisitions-and-sales-december-2025","insideselfstorage.com","published","high","positive",2025-12-27T23:47:49.103Z
897,1959,"Temporary storage","Baking & Milling","partnership","Storelocal Storage Acquires Cibolo Storage Facility in Texas","Storelocal Storage, operating 91 facilities in 19 states, acquired Cibolo Storage in Cibolo, Texas. The 28,000 square foot property includes nine buildings with 246 drive-up units. The transaction was brokered by Cunningham, Karr and investment specialists.","https://www.storable.com/resources/2025-self-storage-industry-outlook-trends-to-watch/","storable.com","published","low","neutral",2025-12-27T23:47:45.517Z
896,1959,"Temporary storage","Baking & Milling","partnership","Hearthfire Holdings Acquires 92,375 Sq Ft StoreSpace Self Storage in Taylor, Michigan","Hearthfire Holdings, a real estate and private-equity firm, purchased a newly built 92,375 square foot climate-controlled facility in Taylor, Michigan. The property will be managed by Extra Space Storage Inc. Hearthfire has acquired 22 facilities across eight states since 2019.","https://markets.financialcontent.com/stocks/article/marketminute-2025-12-25-bmo-adjusts-public-storage-target-to-305-as-2026-sector-outlook-shifts-toward-measured-stability","markets.financialcontent.com","published","medium","positive",2025-12-27T23:47:42.124Z
895,1959,"Temporary storage","Baking & Milling","partnership","National Storage Affiliates Trust Acquires Three Facilities in Q1 2025 Despite Soft Performance","NSAT reported a 5.7% decline in same-store NOI and 83.6% occupancy in Q1 2025 but remains focused on disciplined growth. The company acquired three facilities, prioritizing assets in top 100 MSAs. This strategy counters near-term headwinds.","https://www.insideselfstorage.com/self-storage-development/self-storage-development-and-zoning-activity-december-2025","insideselfstorage.com","published","medium","neutral",2025-12-27T23:47:37.164Z
894,1959,"Temporary storage","Baking & Milling","partnership","Public Storage Posts Positive Move-In Trends and Acquires Nine Properties in Early 2025","Public Storage reported positive move-in trends and narrowing occupancy gaps in early 2025, with Core FFO impacted by FX losses but offset by NOI gains. The REIT acquired at least nine properties and has 3.5 million square feet under development. Foot traffic exceeded 2024 levels and rose 2% from Q1 2019.","https://www.yardimatrix.com/blog/self-storage-market-outlook/","yardimatrix.com","published","high","positive",2025-12-27T23:47:33.133Z
893,1959,"Temporary storage","Baking & Milling","partnership","Extra Space Storage Reports Strong Q1 2025 Results with 12 Acquisitions and Third-Party Management Expansion","Extra Space Storage achieved 93.7% occupancy and 2% year-over-year Core FFO growth in Q1 2025, driven by revenue management and Life Storage integration. The company completed 12 acquisitions and added over 100 facilities to its third-party management platform. This reflects a focus on balanced growth amid selective investments.","https://listselfstorage.com/us/industry-insights/self-storage-in-transition-market-recalibration-and-resilience-in-2025/","listselfstorage.com","published","high","positive",2025-12-27T23:47:29.765Z
892,1958,"Telular LLC","Baking & Milling","product_launch","SkyBitz Introduces the ST705 Radar Monitor: A C1D1, Non-Invasive Solution for Accurate, Real-Time Tank Monitoring","SkyBitz, a Telular company under AMETEK, launched the ST705 Radar Monitor on December 18, 2025, offering a C1D1-compliant, non-invasive tank monitoring solution for precise real-time data. This product launch builds on recent strong corporate developments including record Q3 earnings and sustainability initiatives. It enhances tank monitoring capabilities for industries like propane and logistics.","https://www.iot-now.com/2011/12/07/3619-skybitz-acquisition-by-telular-creates-largest-pure-player-asset-tracking-company-in-the-world/","iot-now.com","published","high","positive",2025-12-27T23:47:18.847Z
891,1946,"Tandem Products, Inc. (Rhino Hyde)","Baking & Milling","partnership","Haver & Boecker Niagara Offers Rhino Hyde Liners Through Partnership with Tandem Products","Haver & Boecker Niagara is now offering Rhino Hyde liners, including custom-made Blue liners with various backings, through their partnership with Tandem Products Inc. This collaboration expands access to Rhino Hyde's polyurethane wear protection solutions. The announcement highlights ongoing product integration post-acquisition.","https://www.grainfeedequipment.com/why-i-believe-in/tandem-products-rhino-hyde-urethane-liners","grainfeedequipment.com","published","medium","positive",2025-12-27T23:46:22.292Z
890,1944,"Tandem Products","Baking & Milling","partnership","Tandem Adds Support for the CRI Profile Through Cyber Risk Institute Membership","Tandem has become an Affiliate Member of the Cyber Risk Institute (CRI), enabling full support for the CRI Profile within its Cybersecurity Assessment product. This enhances Tandem's offerings in cybersecurity risk management. The update positions Tandem to better serve clients in compliance and risk assessment.","https://www.barchart.com/story/news/36790917/rosen-law-firm-encourages-tandem-diabetes-care-inc-investors-to-inquire-about-securities-class-action-investigation-tndm","barchart.com","published","low","positive",2025-12-27T23:46:14.141Z
889,1944,"Tandem Products","Baking & Milling","partnership","Haver & Boecker Niagara Acquires Partial Ownership in Tandem Products Inc.","Haver & Boecker Niagara, a leader in screening and pelletizing technologies since 1872, has acquired partial ownership in Tandem Products Inc. This strategic move strengthens their position in related industrial technologies. The announcement highlights ongoing expansion in the sector.","https://tandemadvisors.com/notes-from-the-trading-desk/december-1-2025/","tandemadvisors.com","published","medium","positive",2025-12-27T23:46:11.347Z
888,1944,"Tandem Products","Baking & Milling","news","Rosen Law Firm Encourages Tandem Diabetes Care Investors to Inquire About Securities Class Action Investigation","Rosen Law Firm is investigating potential securities claims against Tandem Diabetes Care (TNDM) over allegations of materially misleading business information related to a voluntary medical device correction for select t:slim X2 insulin pumps announced on August 7, 2025. The correction addressed a speaker-related issue that could discontinue insulin delivery, causing the stock to fall 19.9% that day. This notice was issued on December 25, 2025.","https://www.drugdeliverybusiness.com/tandem-q2-2025-beat-1b-revenue/","drugdeliverybusiness.com","published","high","negative",2025-12-27T23:46:06.844Z
887,1941,"Take Mark Foods","Baking & Milling","news","Mark Foods, Bristol Seafood Join Parade of US Businesses Suing Over Trump Tariffs","Mark Foods and its acquired entity Bristol Seafood are part of a coalition of US companies filing suit against new Trump administration tariffs. The tariffs target seafood imports, prompting legal challenges from affected businesses. The case underscores tensions in the seafood sector over trade barriers.","https://www.frozenfoodsbiz.com/mark-foods-acquires-bristol-seafood-boosting-scallop-offerings-and-more/","frozenfoodsbiz.com","published","high","negative",2025-12-27T23:45:55.068Z
886,1941,"Take Mark Foods","Baking & Milling","news","Mark Foods and Bristol Seafood File Lawsuit Against Trump Tariffs","Mark Foods and Bristol Seafood have joined other US businesses in filing a lawsuit challenging Trump tariffs. The legal action aims to contest the imposed tariffs affecting their seafood import operations. This move highlights growing industry opposition to the trade policies.","https://www.foodmanufacture.co.uk/Article/2025/12/22/10-major-food-and-drink-ma-deals-for-2025/","foodmanufacture.co.uk","published","high","negative",2025-12-27T23:45:51.713Z
885,1972,"THE MENNELL MILLING CO.","Baking & Milling","news","Mennel Hosts Fourth Annual Leave a Legacy Charitable Giving Campaign","Mennel Milling hosted its fourth annual Leave a Legacy charitable giving campaign from November 7-30, 2025. The initiative reflects the company's ongoing commitment to community support and corporate social responsibility.","https://millermagazine.com/blog/mennel-expands-us-footprint-with-acquisition-of-toledo-flour-mill-6491","millermagazine.com","published","low","positive",2025-12-27T23:45:33.113Z
884,1972,"THE MENNELL MILLING CO.","Baking & Milling","partnership","Mennel Milling Completes Acquisition of Mondelez International's Toledo Flour Mill","Mennel Milling Company has completed the acquisition of the Toledo Flour Mill from Mondelez International, a major facility in East Toledo, Ohio, with a capacity of up to 4 million pounds of soft wheat flour per day. This move solidifies Mennel's position as the fourth-largest milling company in the US, enhancing production capacity and market reach while ensuring continuity for existing customers. CEO D. Ford Mennel highlighted the strategic growth and commitment to customer needs amid competitive pressures.","https://millingmea.com/mennel-milling-completes-acquisition-of-mondelez-internationals-toledo-flour-mill/","millingmea.com","published","high","positive",2025-12-27T23:45:29.536Z
883,1924,"Sweet by Behlen","Baking & Milling","news","Sweet by Behlen and Behlen Grain Systems Visit BinVista Installation Honoring W. Dean Sweet","Team members from Sweet by Behlen and Behlen Grain Systems visited a new BinVista installation at the Clark County Fairgrounds on July 28, 2025, honoring W. Dean Sweet. The event highlights ongoing collaboration and recognition of Sweet's legacy post-acquisition. It showcases client success stories and the impact of their solutions.","https://www.feedandgrain.com/business-markets/company-news/news/15739269/behlen-acquires-sweet-manufacturing-expanding-grain-industry-footprint","feedandgrain.com","published","medium","positive",2025-12-27T23:44:47.880Z
882,1924,"Sweet by Behlen","Baking & Milling","partnership","Sweet Manufacturing Officially Joins Behlen Mfg. Co. Family as of February 28, 2025","Sweet Manufacturing has officially joined the Behlen Mfg. Co. family effective February 28, 2025, marking the completion of the previously announced acquisition. This partnership unites two industry leaders in grain, feed, and industrial storage solutions, with Sweet-branded products continuing at the Springfield, OH location. The move expands Behlen's footprint and offerings in the agricultural manufacturing sector.","https://www.grainjournal.com/article/1054814/behlen-mfg-co-acquires-sweet-manufacturing-co","grainjournal.com","published","high","positive",2025-12-27T23:44:44.478Z
881,1920,"Supreme Rice","Baking & Milling","news","Supreme Rice LLC Receives 2025 USA Rice Sustainability Award","Supreme Rice was awarded the 2025 USA Rice Sustainability Award for its partnerships with farmers, promotion of conservation, and initiatives like the Climate-Smart Initiative funded by a 2023 grant. The recognition highlights their efforts in soil health, wildlife habitat, and supporting small farms through custom harvesting. The award was announced at the 2025 USA Rice Outlook Conference on December 12.","https://www.usarice.com/news-and-events/publications/usa-rice-daily/article/usa-rice-daily/2025/12/12/usa-rice-recognizes-leaders-in-conservation-and-sustainability","usarice.com","published","medium","positive",2025-12-27T23:44:25.873Z
880,1920,"Supreme Rice","Baking & Milling","product_launch","Supreme Rice Invests $16.2 Million to Create Parboil Facilities and Expand Product Line","Supreme Rice is investing $16.2 million to develop parboil facilities in Crowley and Mermentau, Louisiana, for a new line of ready-to-eat rice products. The project will create 20 direct jobs and nearly 100 total jobs while retaining 181 existing positions. Construction is set to begin in Q4 this year.","https://admin.opportunitylouisiana.gov/news/supreme-rice-invests-16-2-million-to-create-parboil-facilities-expand-product-line/","admin.opportunitylouisiana.gov","published","high","positive",2025-12-27T23:44:22.527Z
