id,name,industry,region,country,website,location,description,linkedin_url,twitter_handle,product_types,tags,is_active
935,"Alfa Chemistry","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
937,"All Chem Industries, Inc.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
938,"Allen Brothers Milling Co.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
939,"Allstate Tower, Inc.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
709,"Alltech","Feed","North America","United States","","","","","","","feed; aqua-feed; compound; horse-feed; pet-feed; pig-feed; poultry-feed; premix; ruminant-feed",true
778,"Alphia","Pet Food","","United States","","","","","","","pet-food",true
941,"Alvan Blanch","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
942,"Amadas Kahl GmbH & Co. KG","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
943,"Amanda’s T&M GmbH & Co KG","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
944,"Amandus Kahl GmbH & Co. KG","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
945,"Amber Wave","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
946,"Amber Waves","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
947,"American Fabric Filter Co.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
948,"American Grains Engineering, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
950,"Andritz Feed & Biofuels A/S","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
951,"Andritz Khan GmbH & Co. KG","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
952,"Anstee & Ware","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
5,"Anthropic","AI/ML","","","https://anthropic.com","San Francisco, CA","AI safety research company","https://linkedin.com/company/anthropic","AnthropicAI","","artificial-intelligence; safety; research",true
953,"Anton Paar TorqueTec GmbH","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
956,"Applied Milling Systems, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
957,"Applied Powder Systems","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
958,"Applied Power Products","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
959,"Aquafeed.com","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
960,"Archer Daniels Midland Company (ADM)","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
961,"Ardent Mills","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
962,"Ardent Mills (North Omaha)","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-mexico",true
963,"Ardent Mills (South Omaha)","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-mexico",true
964,"Arntz Flendt & Biofuels A/S","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
965,"Arrowhead Mills, Inc.","Baking & Milling","","","","","","","","","mill-guide; wheat-durum-mills-index",true
966,"Arva Flour Mills Ltd.","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
967,"Aurora Mills & Farm, LLC","Baking & Milling","","","","","","","","","mill-guide; wheat-durum-mills-index",true
968,"Avian Blanch","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
969,"Azteca Milling, LP","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
970,"B&S Pressure Safety Management, LLC","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
988,"BBCA Silos Grain Storage & Ship Systems","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
989,"BCF America, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
990,"BCH America, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
991,"BCS Sciences","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1007,"BOC Sciences","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1012,"BOSIO Productions Ltd.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1026,"BS&B Pressure Safety Management, LLC","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1027,"BUA Group","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
1041,"BW Flexible Systems","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
971,"Bachast Ltd. Stl.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
972,"BakeMark","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
973,"Banecoles, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
974,"Barbados Mills Ltd.","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
975,"Barilla America, Inc.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
976,"BarnesCo, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
977,"BarnesCo., Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
979,"Bartlett Milling Co.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
980,"Bartlett Milling Co., LLC","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
981,"Bartlett Milling Co., LLC (Coffeyville Division)","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-mexico",true
982,"Bartlett Milling Co., LLC (Wilson's Mills Division)","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-mexico",true
983,"Bartlett Milling Co., LP","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
978,"Bartlett and Company","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
984,"Bastak Ltd.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
985,"Bastak Ltd. Sti.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
986,"Baudy Grain Engineering Company","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
987,"Bay State Milling Co.","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
992,"Beaumont Rice Mills, Inc.","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
993,"Bedeschi America, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
994,"Behlen Mfg. Co.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
995,"Behlen Universal","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
996,"Bental Rowlands Silo Storage","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
997,"Bentall Rowlands Silo Storage","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
998,"Bentall Rowlands Silo Storage Ltd.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
999,"Beta Raven","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1000,"Beta Raven (CPM)","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
873,"Better Choice Company Inc.","Pet Food","","United States","","","","","","","pet-food",true
1001,"Big J Milling & Elevator Co., Inc.","Baking & Milling","","","","","","","","","mill-guide; wheat-durum-mills-index",true
1002,"Big Spring Mill, Inc.","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
1004,"BinMaster","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1003,"Bindicator","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1005,"Blower Engineering","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1011,"BoMill AB","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1006,"Bob’s Red Mill Natural Foods","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
1008,"Bodega Acapulco","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1009,"Bodega Oaxaca","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1010,"Bolair Fluid Handling Systems","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1013,"Boss Products, LLC","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1014,"Bourne Recruitment Ltd.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1015,"Bradbury Co., Inc.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1016,"Bradley Companies","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1017,"Bran Natural Flour Milling","Baking & Milling","","","","","","","","","mill-guide; wheat-durum-mills-index",true
1018,"Brar Natural Flour Milling","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-mexico",true
1019,"Brascan Ltd.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1020,"Bratney Companies","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
866,"BrightPet Nutrition Group","Pet Food","","United States","","","","","","","pet-food",true
1023,"Brill, Inc.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1021,"Brill, a CSM Bakery Solution Co.","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
1022,"Brill, a CSM Bakery Solutions Co.","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
1024,"Brock Bistror Grain Storage","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1025,"Brock Grain Systems","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1028,"Bucyrus Flour Mill","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-mexico",true
1030,"Buhler AG","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1033,"Buhler, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1037,"Bunge","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1038,"Bunge North America","Baking & Milling","","","","","","","","","manufacturers; ad-index",true
1039,"Bunting Magnetics","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1040,"Burlington Northern & Santa Fe Railway","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1042,"Byrd Mill","Baking & Milling","","","","","","","","","mill-guide; wheat-durum-mills-index",true
1043,"Byrnes & Keefe Co.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1031,"Bühler AG","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1032,"Bühler Inc","Baking & Milling","","","","","","","","","manufacturers; ad-index",true
1034,"Bühler, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1036,"Bühlergroup.com","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1044,"C.H. Guenther & Son LLC","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
1045,"C.H. Guenther & Son, LLC","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
1046,"C.W. Brabender Instruments","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1047,"C.W. Brabender Instruments, Inc.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1056,"CARIBBEAN FLAVOURS LIMITED","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1057,"CARIBBEAN GRAIN & CEREALS LIMITED","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1061,"CEATEC Cereal Technologies","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1073,"CETEC Cereal Technologies","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1074,"CETEC Cereal Technologies, Inc.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1077,"CHAMPLAIN VALLEY MILLING CORP.","Baking & Milling","","","","","","","","","mill-guide; wheat-durum-mills-index",true
1083,"CHOPIN Technologies","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1086,"CHS, Inc.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1087,"CIA. Harinera de Coahuila S.A. de C.V.","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1091,"CME Group, Inc.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1092,"CMI","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1118,"CORDARON Packaging Engineers","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1123,"CPKC","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1124,"CPKG","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1125,"CPM","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1127,"CSI","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1128,"CSX Transportation","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1048,"California Cereal Products, Inc.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1049,"California Family Foods","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1050,"Canadian Oats Milling Ltd.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1051,"Cardinal Scale Manufacturing","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1052,"Cardinal Scale Manufacturing Co.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1053,"Cargill, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1054,"Cargill, Incorporated","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
1055,"Caribbean Agro Ind. Ltd. (ADM Milling Co.)","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1058,"Carter Day","Baking & Milling","","","","","","","","","manufacturers; ad-index",true
1059,"Carter Day International, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1060,"Carterday.com","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
790,"Central Garden & Pet","Pet Food","","United States","","","","","","","pet-food",true
1062,"Central Harinera S.A. de C.V.","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1063,"Central Life Sciences","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1064,"Central Milling","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1065,"Central Milling Co.","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
1066,"Central Silo Systems","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1067,"Cerametal","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1069,"CerealTec, Inc.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1068,"Cereales Cienfuegos","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1070,"Cerealtech, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1071,"Cereatech, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1072,"Cerretech, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1075,"Champion Valley Milling Co.","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
1076,"Champlain Valley Milling Co.","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-mexico",true
1078,"Champlain Valley Milling, Inc.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1079,"Charm Sciences, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1080,"Chelsea Milling Co.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1081,"Chief Agri","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1082,"Chief Industries, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1084,"Christery Turner Ltd.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1085,"Christy Turner Ltd.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1088,"Cimbria A/S","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1089,"Clear Creek & Associates, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1090,"Clifton Mill Co.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1093,"Coahuila San Fernando Molino de Harinas S.A. de C.V.","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1094,"Codema, LLC","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1095,"Codin","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1096,"Columbia/Okura, LLC","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1097,"Comersa, S. L.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1098,"Commerce Bank N.A.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1099,"Community Baking Co.","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
804,"Compana Pet Brands","Pet Food","","United States","","","","","","","pet-food",true
1103,"Compania Harinera El Leon S.A.","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1101,"Compania Harinera de Oriente S.A. de C.V.","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1100,"Compañía Harinera de la Laguna, S.A. de C.V.","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1102,"Compañía Harinera del Parayas, S.A. de C.V.","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1104,"Concept Industries","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1105,"Confidence","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1106,"Consergra S.L.U.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1107,"Consergra, S. L.U.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1108,"Consergra, S.L.U.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1109,"Continental Mills, Inc.","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
1110,"Control Chief Corp.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1111,"Control Concepts, Inc.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1112,"Control Fire Systems Ltd.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1113,"Conveying Industries, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1114,"Cool Seed","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1115,"Corbion","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
1116,"Cordano Packaging Engineers","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1117,"Cordano Packaging Engineers, LLC","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1119,"Cormier Rice Milling Co., Inc.","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
1120,"Cortez Milling Co.","Baking & Milling","","","","","","","","","mill-guide; brand-names",true
1121,"Cotecna Inspection, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1122,"Cotyro Milling, Inc.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1126,"Crop-Scan Ltd.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1129,"Cypress Research Associates, LLC","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1133,"DAKOTAMAD","Baking & Milling","","","","","","","","","mill-guide; wheat-durum-mills-index",true
1140,"DCL","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1141,"DE MOLEN FLOUR MILLS","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-us",true
1153,"DICKEY-john Corp","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1154,"DICKEY-john Corp.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1130,"Daewon GSI Co. Ltd.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1131,"Daewon GSI Co., Ltd.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1132,"Dakota Growers Pasta Co.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1134,"Dakotamill","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-mexico",true
1135,"Dakotas Co-op.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
3,"Databricks","Cloud","","","https://databricks.com","San Francisco, CA","Unified analytics platform for data engineering and data science","https://linkedin.com/company/databricks","datababorricks","","data; analytics; cloud",true
1136,"Davis Trade & Commodities","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1137,"Davita, TX","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1138,"Dawn Food Products, Inc.","Baking & Milling","","","","","","","","","mill-guide; multiple-mill-companies",true
1139,"Dawson GeSi Co. Ltd.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1142,"Dedem, LLC","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1143,"Degpa Degirmencilik","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1144,"Degpa Spare Parts","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1145,"Degum Srs.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1146,"Dehullers","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1147,"Denis","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1148,"Dennis","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1149,"Depart Spare Parts","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1150,"Depart Spares","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1151,"Deseret Mills & Elevators","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1152,"Detec Sensors USA.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
773,"Diamond Pet Foods","Pet Food","","United States","","","","","","","pet-food",true
1155,"Didion, Inc.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1156,"Donaldson Co., Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1157,"Dora Scales, Inc.","Baking & Milling","","","","","","","","","manufacturers; manufacturer-s-guide",true
1158,"Doran Scales, Inc.","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1159,"Dougash Rice Mill (Menneh Milling)","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1160,"Douglas Production Technologies, LLC","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1161,"Douglas Products","Baking & Milling","","","","","","","","","manufacturers; buyer-s-guide",true
1162,"Dovgaluk Milling Co.","Baking & Milling","","","","","","","","","mill-guide; mill-type-index",true
1163,"Dowagiac Flour Mill (The Mennel Milling Flour Company-Dowagiac Division)","Baking & Milling","","","","","","","","","mill-guide; wheat-flour-mills-mexico",true
